slug,phase,event_time,description
sl-6-110,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-6-110,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-6-110,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-6-110,pre_launch,00:16:00,2nd stage LOX loading begins
sl-6-110,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-6-110,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-6-110,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-6-110,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-6-110,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-6-110,pre_launch,00:00:00,Falcon 9 liftoff
sl-6-110,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-6-110,post_launch,00:02:24,1st stage main engine cutoff (MECO)
sl-6-110,post_launch,00:02:27,1st and 2nd stages separate
sl-6-110,post_launch,00:02:34,2nd stage engine starts (SES-1)
sl-6-110,post_launch,00:02:56,Fairing separation
sl-6-110,post_launch,00:06:06,1st stage entry burn begins
sl-6-110,post_launch,00:06:32,1st stage entry burn ends
sl-6-110,post_launch,00:07:56,1st stage landing burn begins
sl-6-110,post_launch,00:08:21,1st stage landing
sl-6-110,post_launch,00:08:38,2nd stage engine cutoff (SECO-1)
sl-6-110,post_launch,00:53:49,2nd stage engine starts (SES-2)
sl-6-110,post_launch,00:53:50,2nd stage engine cutoff (SECO-2)
sl-6-110,post_launch,01:04:56,Starlink satellites deploy
sl-17-26,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-17-26,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-17-26,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-17-26,pre_launch,00:16:00,2nd stage LOX loading begins
sl-17-26,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-17-26,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-17-26,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-17-26,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-17-26,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-17-26,pre_launch,00:00:00,Falcon 9 liftoff
sl-17-26,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-17-26,post_launch,00:02:27,1st stage main engine cutoff (MECO)
sl-17-26,post_launch,00:02:30,1st and 2nd stages separate
sl-17-26,post_launch,00:02:37,2nd stage engine starts (SES-1)
sl-17-26,post_launch,00:02:58,Fairing deployment
sl-17-26,post_launch,00:06:00,1st stage entry burn begins
sl-17-26,post_launch,00:06:20,1st stage entry burn ends
sl-17-26,post_launch,00:07:52,1st stage landing burn begins
sl-17-26,post_launch,00:08:15,1st stage landing
sl-17-26,post_launch,00:08:40,2nd stage engine cutoff (SECO-1)
sl-17-26,post_launch,00:52:57,2nd stage engine starts (SES-2)
sl-17-26,post_launch,00:52:58,2nd stage engine cutoff (SECO-2)
sl-17-26,post_launch,01:01:49 ,Starlink satellites deploy
gpsiii9,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
gpsiii9,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
gpsiii9,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
gpsiii9,pre_launch,00:16:00,2nd stage LOX loading begins
gpsiii9,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
gpsiii9,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
gpsiii9,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
gpsiii9,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
gpsiii9,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
gpsiii9,pre_launch,00:00:00,Falcon 9 liftoff
gpsiii9,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
gpsiii9,post_launch,00:02:29,1st stage main engine cutoff (MECO)
gpsiii9,post_launch,00:02:32,1st and 2nd stages separate
gpsiii9,post_launch,00:02:40,2nd stage engine starts (SES-1)
gpsiii9,post_launch,00:03:29,Fairing separation
gpsiii9,post_launch,00:06:10,1st stage entry burn begins
gpsiii9,post_launch,00:06:39,1st stage entry burn ends
gpsiii9,post_launch,00:08:05,2nd stage engine cutoff (SECO-1)
gpsiii9,post_launch,00:08:10,1st stage landing burn begins
gpsiii9,post_launch,00:08:34,1st stage landing
gpsiii9,post_launch,01:03:30,2nd stage engine starts (SES-2)
gpsiii9,post_launch,01:04:18,2nd stage engine cutoff (SECO-2)
gpsiii9,post_launch,01:29:19,GPS III-9 deploys
sl-10-59,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-10-59,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-10-59,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-10-59,pre_launch,00:16:00,2nd stage LOX loading begins
sl-10-59,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-10-59,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-10-59,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-10-59,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-10-59,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-10-59,pre_launch,00:00:00,Falcon 9 liftoff
sl-10-59,post_launch,00:01:12 ,Max Q (Moment of peak mechanical stress on the rocket)
sl-10-59,post_launch,00:02:24 ,1st stage main engine cutoff (MECO)
sl-10-59,post_launch,00:02:28 ,1st and 2nd stages separate
sl-10-59,post_launch,00:02:35,2nd stage engine starts (SES-1)
sl-10-59,post_launch,00:02:56 ,Fairing separation 
sl-10-59,post_launch,00:06:06,1st stage entry burn begins
sl-10-59,post_launch,00:06:32,1st stage entry burn ends
sl-10-59,post_launch,00:07:54,1st stage landing burn begins
sl-10-59,post_launch,00:08:19,1st stage landing 
sl-10-59,post_launch,00:08:39 ,2nd stage engine cutoff (SECO-1)
sl-10-59,post_launch,00:54:28,2nd stage engine starts (SES-2)
sl-10-59,post_launch,00:54:29,2nd stage engine cutoff (SECO-2)
sl-10-59,post_launch,01:03:50,Starlink satellites deploy
sl-6-95,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-6-95,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-6-95,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-6-95,pre_launch,00:16:00,2nd stage LOX loading begins
sl-6-95,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-6-95,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-6-95,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-6-95,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-6-95,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-6-95,pre_launch,00:00:00,Falcon 9 liftoff
sl-6-95,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-6-95,post_launch,00:02:25,1st stage main engine cutoff (MECO)
sl-6-95,post_launch,00:02:28,1st and 2nd stages separate
sl-6-95,post_launch,00:02:36,2nd stage engine starts (SES-1)
sl-6-95,post_launch,00:02:56,Fairing separation 
sl-6-95,post_launch,00:06:07,1st stage entry burn begins
sl-6-95,post_launch,00:06:34,1st stage entry burn ends
sl-6-95,post_launch,00:08:03,1st stage landing burn begins
sl-6-95,post_launch,00:08:27,1st stage landing
sl-6-95,post_launch,00:08:40,2nd stage engine cutoff (SECO-1)
sl-6-95,post_launch,00:53:53,2nd stage engine starts (SES-2)
sl-6-95,post_launch,00:53:54,2nd stage engine cutoff (SECO-2)
sl-6-95,post_launch,01:05:00,Starlink satellites deploy
sl-6-87,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-6-87,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-6-87,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-6-87,pre_launch,00:16:00,2nd stage LOX loading begins
sl-6-87,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-6-87,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-6-87,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-6-87,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-6-87,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-6-87,pre_launch,00:00:00,Falcon 9 liftoff
sl-6-87,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-6-87,post_launch,00:02:25,1st stage main engine cutoff (MECO)
sl-6-87,post_launch,00:02:28,1st and 2nd stages separate
sl-6-87,post_launch,00:02:35,2nd stage engine starts (SES-1)
sl-6-87,post_launch,00:02:58,Fairing separation
sl-6-87,post_launch,00:06:02,1st stage entry burn begins
sl-6-87,post_launch,00:06:28,1st stage entry burn ends
sl-6-87,post_launch,00:08:00,1st stage landing burn begins
sl-6-87,post_launch,00:08:25,1st stage landing
sl-6-87,post_launch,00:08:39,2nd stage engine cutoff (SECO-1)
sl-6-87,post_launch,00:53:52,2nd stage engine starts (SES-2)
sl-6-87,post_launch,00:53:53,2nd stage engine cutoff (SECO-2)
sl-6-87,post_launch,01:04:59,Starlink satellites deploy
sl-10-11,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-10-11,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-10-11,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-10-11,pre_launch,00:16:00,2nd stage LOX loading begins
sl-10-11,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-10-11,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-10-11,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-10-11,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-10-11,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-10-11,pre_launch,00:00:00,Falcon 9 liftoff
sl-10-11,post_launch,00:01:12,Max Q (Moment of peak mechanical stress on the rocket)
sl-10-11,post_launch,00:02:24,1st stage main engine cutoff (MECO)
sl-10-11,post_launch,00:02:28,1st and 2nd stages separate
sl-10-11,post_launch,00:02:36,2nd stage engine starts (SES-1)
sl-10-11,post_launch,00:02:56,Fairing separation 
sl-10-11,post_launch,00:06:09,1st stage entry burn begins
sl-10-11,post_launch,00:06:35,1st stage entry burn ends
sl-10-11,post_launch,00:07:58,1st stage landing burn begins
sl-10-11,post_launch,00:08:22,1st stage landing
sl-10-11,post_launch,00:08:38,2nd stage engine cutoff (SECO-1)
sl-10-11,post_launch,00:54:36,2nd stage engine starts (SES-2)
sl-10-11,post_launch,00:54:38,2nd stage engine cutoff (SECO-2)
sl-10-11,post_launch,01:03:56,Starlink satellites deploy
nrol48,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
nrol48,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
nrol48,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
nrol48,pre_launch,00:16:00,2nd stage LOX loading begins
nrol48,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
nrol48,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
nrol48,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
nrol48,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
nrol48,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
nrol48,pre_launch,00:00:00,Falcon 9 liftoff
nrol48,post_launch,00:01:12,Max Q 
nrol48,post_launch,00:02:12               ,1st stage main engine cutoff (MECO)
nrol48,post_launch,00:02:15      ,1st and 2nd stages separate
nrol48,post_launch,00:02:22,2nd stage engine starts (SES-1)
nrol48,post_launch,00:02:28,Boostback burn begins
nrol48,post_launch,00:02:56             ,Fairing deployment
nrol48,post_launch,00:03:22               ,Boostback burn ends
nrol48,post_launch,00:06:00           ,1st stage entry burn begins
nrol48,post_launch,00:06:15            ,1st stage entry burn ends
nrol48,post_launch,00:07:18               ,1st stage landing burn begins
nrol48,post_launch,00:07:36          ,1st stage lands on Landing Zone 4
sl-11-25,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-11-25,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-11-25,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-11-25,pre_launch,00:16:00,2nd stage LOX loading begins
sl-11-25,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-11-25,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-11-25,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-11-25,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-11-25,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-11-25,pre_launch,00:00:00,Falcon 9 liftoff
sl-11-25,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-11-25,post_launch,00:02:25,1st stage main engine cutoff (MECO)
sl-11-25,post_launch,00:02:28,1st and 2nd stages separate
sl-11-25,post_launch,00:02:35,2nd stage engine starts (SES-1)
sl-11-25,post_launch,00:02:55,Fairing separation
sl-11-25,post_launch,00:06:13,1st stage entry burn begins
sl-11-25,post_launch,00:06:39,1st stage entry burn ends
sl-11-25,post_launch,00:08:02,1st stage landing burn begins
sl-11-25,post_launch,00:08:27,1st stage landing
sl-11-25,post_launch,00:08:39,2nd stage engine cutoff (SECO-1)
sl-11-25,post_launch,00:54:05,2nd stage engine starts (SES-2)
sl-11-25,post_launch,00:54:06,2nd stage engine cutoff (SECO-2)
sl-11-25,post_launch,01:00:57,Starlink satellites deploy
sl-17-19,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-17-19,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-17-19,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-17-19,pre_launch,00:16:00,2nd stage LOX loading begins
sl-17-19,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-17-19,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-17-19,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-17-19,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-17-19,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-17-19,pre_launch,00:00:00,Falcon 9 liftoff
sl-17-19,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-17-19,post_launch,00:02:25,1st stage main engine cutoff (MECO)
sl-17-19,post_launch,00:02:28,1st and 2nd stages separate
sl-17-19,post_launch,00:02:35,2nd stage engine starts (SES-1)
sl-17-19,post_launch,00:02:55,Fairing separation
sl-17-19,post_launch,00:06:07,1st stage entry burn begins
sl-17-19,post_launch,00:06:33,1st stage entry burn ends
sl-17-19,post_launch,00:07:56,1st stage landing burn begins
sl-17-19,post_launch,00:08:20,1st stage landing
sl-17-19,post_launch,00:08:39,2nd stage engine cutoff (SECO-1)
sl-17-19,post_launch,00:53:14,2nd stage engine starts (SES-2)
sl-17-19,post_launch,00:53:15,2nd stage engine cutoff (SECO-2)
sl-17-19,post_launch,01:02:06,Starlink satellites deploy
sl-6-101,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-6-101,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-6-101,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-6-101,pre_launch,00:16:00,2nd stage LOX loading begins
sl-6-101,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-6-101,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-6-101,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-6-101,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-6-101,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-6-101,pre_launch,00:00:00,Falcon 9 liftoff
sl-6-101,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-6-101,post_launch,00:02:24,1st stage main engine cutoff (MECO)
sl-6-101,post_launch,00:02:28,1st and 2nd stages separate
sl-6-101,post_launch,00:02:36,2nd stage engine starts (SES-1)
sl-6-101,post_launch,00:02:57,Fairing separation
sl-6-101,post_launch,00:06:08,1st stage entry burn begins
sl-6-101,post_launch,00:06:34,1st stage entry burn ends
sl-6-101,post_launch,00:07:55,1st stage landing burn begins
sl-6-101,post_launch,00:08:20,1st stage landing
sl-6-101,post_launch,00:08:40,2nd stage engine cutoff (SECO-1)
sl-6-101,post_launch,00:53:52,2nd stage engine starts (SES-2)
sl-6-101,post_launch,00:53:54,2nd stage engine cutoff (SECO-2)
sl-6-101,post_launch,01:04:59,Starlink satellites deploy
crs33,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
crs33,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
crs33,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
crs33,pre_launch,00:16:00,2nd stage LOX loading begins
crs33,pre_launch,00:07:00,Falcon 9 begins pre-launch engine chill
crs33,pre_launch,00:05:00,Dragon transitions to internal power
crs33,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
crs33,pre_launch,00:01:00,Propellant tanks pressurize for flight
crs33,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
crs33,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
crs33,pre_launch,00:00:00,Falcon 9 liftoff
crs33,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
crs33,post_launch,00:02:27,1st stage main engine cutoff (MECO)
crs33,post_launch,00:02:30	,1st and 2nd stages separate
crs33,post_launch,00:02:38	,2nd stage engine starts (SES-1)
crs33,post_launch,00:06:32,1st stage entry burn starts
crs33,post_launch,00:06:59,1st stage entry burn ends
crs33,post_launch,00:08:16,1st stage landing burn starts
crs33,post_launch,00:08:41,1st stage landing
crs33,post_launch,00:08:47,2nd stage engine cutoff (SECO-1)
crs33,post_launch,00:09:45,Dragon separates from 2nd stage
crs33,post_launch,00:10:33,Dragon nosecone open sequence begins
sl-17-4,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-17-4,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-17-4,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-17-4,pre_launch,00:16:00,2nd stage LOX loading begins
sl-17-4,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-17-4,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-17-4,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-17-4,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-17-4,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-17-4,pre_launch,00:00:00,Falcon 9 liftoff
sl-17-4,post_launch,00:01:12,Max Q (Moment of peak mechanical stress on the rocket)
sl-17-4,post_launch,00:02:26,1st stage main engine cutoff (MECO)
sl-17-4,post_launch,00:02:29,1st and 2nd stages separate
sl-17-4,post_launch,00:02:36,2nd stage engine starts (SES-1)
sl-17-4,post_launch,00:02:54,Fairing separation 
sl-17-4,post_launch,00:06:10,1st stage entry burn begins
sl-17-4,post_launch,00:06:33,1st stage entry burn ends
sl-17-4,post_launch,00:07:54,1st stage landing burn begins
sl-17-4,post_launch,00:08:23,1st stage landing
sl-17-4,post_launch,00:08:39,2nd stage engine cutoff (SECO-1)
sl-17-4,post_launch,00:54:15,2nd stage engine starts (SES-2)
sl-17-4,post_launch,00:54:16,2nd stage engine cutoff (SECO-2)
sl-17-4,post_launch,01:03:07,Starlink satellites deploy
nusantaralima,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
nusantaralima,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
nusantaralima,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
nusantaralima,pre_launch,00:16:00,2nd stage LOX loading begins
nusantaralima,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
nusantaralima,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
nusantaralima,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
nusantaralima,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
nusantaralima,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
nusantaralima,pre_launch,00:00:00,Falcon 9 liftoff
nusantaralima,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
nusantaralima,post_launch,00:02:28,1st stage main engine cutoff (MECO)
nusantaralima,post_launch,00:02:31,1st and 2nd stages separate
nusantaralima,post_launch,00:02:38,2nd stage engine starts 
nusantaralima,post_launch,00:03:24,Fairing separation 
nusantaralima,post_launch,00:06:13,1st stage entry burn start
nusantaralima,post_launch,00:06:35,1st stage entry burn ends
nusantaralima,post_launch,00:08:07,2nd stage engine cutoff (SECO-1)
nusantaralima,post_launch,00:08:09,1st stage landing burn start
nusantaralima,post_launch,00:08:32,1st stage landing 
nusantaralima,post_launch,00:23:13,2nd stage engine starts (SES-2)
nusantaralima,post_launch,00:23:57,2nd stage engine cutoff (SECO-2)
nusantaralima,post_launch,00:27:25,Nusantara Lima deploys
sl-17-32,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-17-32,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-17-32,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-17-32,pre_launch,00:16:00,2nd stage LOX loading begins
sl-17-32,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-17-32,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-17-32,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-17-32,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-17-32,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-17-32,pre_launch,00:00:00,Falcon 9 liftoff
sl-17-32,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-17-32,post_launch,00:02:24,1st stage main engine cutoff (MECO)
sl-17-32,post_launch,00:02:28,1st and 2nd stages separate
sl-17-32,post_launch,00:02:35,2nd stage engine starts (SES-1)
sl-17-32,post_launch,00:02:55,Fairing separation
sl-17-32,post_launch,00:06:07,1st stage entry burn begins
sl-17-32,post_launch,00:06:32,1st stage entry burn ends
sl-17-32,post_launch,00:07:58,1st stage landing burn begins
sl-17-32,post_launch,00:08:22,1st stage landing
sl-17-32,post_launch,00:08:39,2nd stage engine cutoff (SECO-1)
sl-17-32,post_launch,00:53:16,2nd stage engine starts (SES-2)
sl-17-32,post_launch,00:53:17,2nd stage engine cutoff (SECO-2)
sl-17-32,post_launch,01:02:08,Starlink satellites deploy
cosmo-skymedfm3,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
cosmo-skymedfm3,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
cosmo-skymedfm3,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
cosmo-skymedfm3,pre_launch,00:16:00,2nd stage LOX loading begins
cosmo-skymedfm3,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
cosmo-skymedfm3,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
cosmo-skymedfm3,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
cosmo-skymedfm3,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
cosmo-skymedfm3,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
cosmo-skymedfm3,pre_launch,00:00:00,Falcon 9 liftoff
cosmo-skymedfm3,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
cosmo-skymedfm3,post_launch,00:02:15,1st stage main engine cutoff (MECO)
cosmo-skymedfm3,post_launch,00:02:18,1st and 2nd stages separate
cosmo-skymedfm3,post_launch,00:02:22,Stage 1 flip
cosmo-skymedfm3,post_launch,00:02:26,2nd stage engine starts (SES-1)
cosmo-skymedfm3,post_launch,00:02:31 ,Boostback burn starts
cosmo-skymedfm3,post_launch,00:02:37,Fairing separation
cosmo-skymedfm3,post_launch,00:03:11	,Boostback burn ends
cosmo-skymedfm3,post_launch,00:06:37,1st stage entry burn begins
cosmo-skymedfm3,post_launch,00:07:02,1st stage entry burn ends
cosmo-skymedfm3,post_launch,00:07:53,1st stage landing burn begins
cosmo-skymedfm3,post_launch,00:08:23,1st stage landing 
cosmo-skymedfm3,post_launch,00:10:31,2nd stage engine cutoff (SECO-1)
cosmo-skymedfm3,post_launch,00:12:52,CSG Flight Model 3 (CSG-FM3) deploys
sl-6-108,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-6-108,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-6-108,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-6-108,pre_launch,00:16:00,2nd stage LOX loading begins
sl-6-108,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-6-108,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-6-108,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-6-108,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-6-108,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-6-108,pre_launch,00:00:00,Falcon 9 liftoff
sl-6-108,post_launch,00:01:12,Max Q (moment of peak mechanical stress on the rocket)
sl-6-108,post_launch,00:02:24,1st stage main engine cutoff (MECO)
sl-6-108,post_launch,00:02:28,1st and 2nd stages separate
sl-6-108,post_launch,00:02:36,2nd stage engine starts (SES-1)
sl-6-108,post_launch,00:02:57,Fairing separation
sl-6-108,post_launch,00:06:08,1st stage entry burn begins
sl-6-108,post_launch,00:06:34,1st stage entry burn ends
sl-6-108,post_launch,00:07:55,1st stage landing burn begins
sl-6-108,post_launch,00:08:20,1st stage landing
sl-6-108,post_launch,00:08:40,2nd stage engine cutoff (SECO-1)
sl-6-108,post_launch,00:53:52,2nd stage engine starts (SES-2)
sl-6-108,post_launch,00:53:54,2nd stage engine cutoff (SECO-2)
sl-6-108,post_launch,01:04:59,Starlink satellites deploy
sl-10-20,pre_launch,00:38:00,SpaceX Launch Director verifies go for propellant load
sl-10-20,pre_launch,00:35:00,RP-1 (rocket grade kerosene) loading begins
sl-10-20,pre_launch,00:35:00,1st stage LOX (liquid oxygen) loading begins
sl-10-20,pre_launch,00:16:00,2nd stage LOX loading begins
sl-10-20,pre_launch,00:07:00,Falcon 9 begins engine chill prior to launch
sl-10-20,pre_launch,00:01:00,Command flight computer to begin final prelaunch checks
sl-10-20,pre_launch,00:01:00,Propellant tank pressurization to flight pressure begins
sl-10-20,pre_launch,00:00:45,SpaceX Launch Director verifies go for launch
sl-10-20,pre_launch,00:00:03,Engine controller commands engine ignition sequence to start
sl-10-20,pre_launch,00:00:00,Falcon 9 liftoff
sl-10-20,post_launch,00:01:12,Max Q (Moment of peak mechanical stress on the rocket)
sl-10-20,post_launch,00:02:24,1st stage main engine cutoff (MECO)
sl-10-20,post_launch,00:02:28,1st and 2nd stages separate
sl-10-20,post_launch,00:02:35,2nd stage engine starts (SES-1)
sl-10-20,post_launch,00:02:56,Fairing separation 
sl-10-20,post_launch,00:06:08,1st stage entry burn begins
sl-10-20,post_launch,00:06:32,1st stage entry burn ends
sl-10-20,post_launch,00:07:56,1st stage landing burn begins
sl-10-20,post_launch,00:08:20,1st stage landing
sl-10-20,post_launch,00:08:38,2nd stage engine cutoff (SECO-1)
sl-10-20,post_launch,00:54:47,2nd stage engine starts (SES-2)
